Title:,"Time Series, Area-Averaged of Aerosol Optical Depth 550 nm (Deep Blue, Land-only) monthly (monthly)"
User Start Date:,2000-02-01T00:00:00Z
User End Date:,2025-02-28T23:59:59Z
User Bounding Box:,"60,29,61,30"
Data Bounding Box:,""
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2000-02-01T00:00:00Z&endtime=2025-02-28T23:59:59Z&shape=state_dept_countries_2017/shp_106&bbox=60E,29N,61E,30N&data=M2TMNXAER_5_12_4_DUCMASS%2CMOD08_M3_6_1_Deep_Blue_Aerosol_Optical_Depth_550_Land_Mean_Mean&portal=GIOVANNI&format=json"
Fill Value (MOD08_M3_6_1_Deep_Blue_Aerosol_Optical_Depth_550_Land_Mean_Mean):, -9999

time, MOD08_M3_6_1_Deep_Blue_Aerosol_Optical_Depth_550_Land_Mean_Mean
2000-02-01 00:00:00,0.369000018
2000-03-01 00:00:00,0.293000014
2000-04-01 00:00:00,0.243000012
2000-05-01 00:00:00,0.283000013
2000-06-01 00:00:00,0.290000014
2000-07-01 00:00:00,0.21000001
2000-08-01 00:00:00,0.176000008
2000-09-01 00:00:00,0.338000016
2000-10-01 00:00:00,0.185000009
2000-11-01 00:00:00,0.112000005
2000-12-01 00:00:00,0.110000005
2001-01-01 00:00:00,0.129000006
2001-02-01 00:00:00,0.229000011
2001-03-01 00:00:00,0.224000011
2001-04-01 00:00:00,0.304000014
2001-05-01 00:00:00,0.435000021
2001-06-01 00:00:00,0.593000028
2001-07-01 00:00:00,0.534000025
2001-08-01 00:00:00,0.292000014
2001-09-01 00:00:00,0.42700002
2001-10-01 00:00:00,0.311000015
2001-11-01 00:00:00,0.246000012
2001-12-01 00:00:00,0.191000009
2002-01-01 00:00:00,0.164000008
2002-02-01 00:00:00,0.225000011
2002-03-01 00:00:00,0.21200001
2002-04-01 00:00:00,0.389000018
2002-05-01 00:00:00,0.447000021
2002-06-01 00:00:00,0.464000022
2002-07-01 00:00:00,0.386000018
2002-08-01 00:00:00,0.324000015
2002-09-01 00:00:00,0.316000015
2002-10-01 00:00:00,0.257000012
2002-11-01 00:00:00,0.104000005
2002-12-01 00:00:00,0.189000009
2003-01-01 00:00:00,0.172000008
2003-02-01 00:00:00,0.227000011
2003-03-01 00:00:00,0.247000012
2003-04-01 00:00:00,0.291000014
2003-05-01 00:00:00,0.455000022
2003-06-01 00:00:00,0.468000022
2003-07-01 00:00:00,0.558000027
2003-08-01 00:00:00,0.287000014
2003-09-01 00:00:00,0.355000017
2003-10-01 00:00:00,0.267000013
2003-11-01 00:00:00,0.181000009
2003-12-01 00:00:00,0.227000011
2004-01-01 00:00:00,0.182000009
2004-02-01 00:00:00,0.236000011
2004-03-01 00:00:00,0.224000011
2004-04-01 00:00:00,0.408000019
2004-05-01 00:00:00,0.379000018
2004-06-01 00:00:00,0.358000017
2004-07-01 00:00:00,0.307000015
2004-08-01 00:00:00,0.257000012
2004-09-01 00:00:00,0.341000016
2004-10-01 00:00:00,0.256000012
2004-11-01 00:00:00,0.185000009
2004-12-01 00:00:00,0.194000009
2005-01-01 00:00:00,0.154000007
2005-02-01 00:00:00,0.231000011
2005-03-01 00:00:00,0.150000007
